ParticipantName,ParticipantCountry,R1Composer,R1Piece,R1PCString,R2Composer,R2Piece,R2PCString,R3Composer,R3Piece,R3PCString,Placement,Year
Yelaman Yernur,Kazakhstan,Pyotr Tchaikovsky , Allegro / Menuetto / Adagio / Molto allegro  , Allegro / Menuetto / Adagio / Molto allegro  | Pyotr Tchaikovsky ,Johannes Brahms ," Piano Sonata in F minor, Op.5  Allegro / Intermezzo. Allegro/ Largo / Finale. Allegro risoluto "," Piano Sonata in F minor, Op.5  | Allegro / Intermezzo. Allegro/ Largo / Finale. Allegro risoluto ",Pyotr Tchaikovsky ," Piano Concerto No. 2 in G major, Op. 44 (composer's version)  Allegro brillante e molto vivace / Andante non troppo / Allegro con fuoco"," Piano Concerto No. 2 in G major, Op. 44  | Allegro brillante e molto vivace / Andante non troppo / Allegro con fuoco",,2023
Yelaman Yernur,Kazakhstan,Joseph Haydn  ,"Piano Sonat–∞ (Partita) in G major, Hob.XVI:6 "," Joseph Haydn  | Piano Sonat–∞ (Partita) in G major, Hob.XVI:6 ",Nikolay Medtner , Reflets dans l'eau / Hommage à Rameau / MouvementÉtude No. 5 Pour les octaves from Études  , Reflets dans l'eau / Hommage à Rameau / MouvementÉtude No. 5 Pour les octaves from Études  | Nikolay Medtner ,Pyotr Tchaikovsky , Allegro brioso / Andante assai / Allegro scherzando  , Allegro brioso / Andante assai / Allegro scherzando  | Pyotr Tchaikovsky ,,2023
Yelaman Yernur,Kazakhstan,Johann Sebastian Bach  ,"Prelude and Fugue in B-flat minor, BWV 867, from The Well-Tempered Clavier, Book 1 ","   Johann Sebastian Bach  | Prelude and Fugue in B-flat minor, BWV 867, from The Well-Tempered Clavier, Book 1 ",  Claude Debussy  ,Prélude No. 8 La fille aux cheveux de linImages (Book 1) ,  Claude Debussy  | Prélude No. 8 La fille aux cheveux de linImages (Book 1) ,Sergei Prokofiev  ,"Piano Concerto No. 1 in D-flat major, Op. 10 ","Sergei Prokofiev  | Piano Concerto No. 1 in D-flat major, Op. 10 ",,2023
Zijing Zeng,China,Sergei Rachmaninoff ," October (Autumn Song) from The Seasons, Op. 37-bis  "," October (Autumn Song) from The Seasons, Op. 37-bis  | Sergei Rachmaninoff ",,, Après une lecture du Dante. Fantasia quasi Sonata from Années de pèlerinage II,,,,,2023
Zijing Zeng,China,Frédéric Chopin ," Étude-tableau in E-flat minor, Op. 33 No. 6  "," Étude-tableau in E-flat minor, Op. 33 No. 6  | Frédéric Chopin ",,,,,,,,2023
Zijing Zeng,China,Franz Liszt ," Étude in C minor, Op. 10 No. 12  "," Étude in C minor, Op. 10 No. 12  | Franz Liszt ",,,,,,,,2023
Zijing Zeng,China,Franz Liszt , Étude d'exécution transcendante No. 10 in F minor, Étude d'exécution transcendante No. 10 in F minor,,,,,,,,2023
Zijing Zeng,China,Ludwig van Beethoven  ,"Piano Sonata No. 30 in E major, Op. 109 "," Ludwig van Beethoven  | Piano Sonata No. 30 in E major, Op. 109 ",  Sergei Rachmaninoff  ,"Six Moments musicaux, Op. 16 ","  Sergei Rachmaninoff  | Six Moments musicaux, Op. 16 ",Ludwig van Beethoven  ,"Piano Concerto No. 1 in C major, Op. 15 ","Ludwig van Beethoven  | Piano Concerto No. 1 in C major, Op. 15 ",,2023
Zijing Zeng,China,Johann Sebastian Bach ," Vivace ma non troppo, sempre legato – Adagio espressivo / Prestissimo / Gesangvoll, mit innigster Empfindung. Andante molto cantabile ed espressivo  "," Vivace ma non troppo, sempre legato – Adagio espressivo / Prestissimo / Gesangvoll, mit innigster Empfindung. Andante molto cantabile ed espressivo  | Johann Sebastian Bach ",Pyotr Tchaikovsky , Andantino / Allegretto / Andante cantabile / Presto / Adagio sostenuto / Maestoso  , Andantino / Allegretto / Andante cantabile / Presto / Adagio sostenuto / Maestoso  | Pyotr Tchaikovsky ,Pyotr Tchaikovsky , Allegro con brio / Largo / Rondo. Allegro  , Allegro con brio / Largo / Rondo. Allegro  | Pyotr Tchaikovsky ,,2023
Zijing Zeng,China,Pyotr Tchaikovsky ," Prelude and Fugue in D major, BWV 874, from The Well-Tempered Clavier, Book 2  "," Prelude and Fugue in D major, BWV 874, from The Well-Tempered Clavier, Book 2  | Pyotr Tchaikovsky ",Franz Liszt ," Chant élégiaque, Op. 72 No. 14  "," Chant élégiaque, Op. 72 No. 14  | Franz Liszt ",Pyotr Tchaikovsky ," Piano Concerto No. 2 in G major, Op. 44 (composer's version)  Allegro brillante e molto vivace / Andante non troppo / Allegro con fuoco"," Piano Concerto No. 2 in G major, Op. 44 (composer's version)  | Allegro brillante e molto vivace / Andante non troppo / Allegro con fuoco",,2023
