"Competi","Country","Age","Stage","Composer","Associated Piece"
"Leonardo Pierdomenico","Italy","24","Preliminary Recital","Brahms","Variations on a Theme by Paganini, Books I and II, Op. 35"
"Leonardo Pierdomenico","Italy","24","Quarterfinal Recital","Liszt","Ballade No. 2 in B Minor"
"Leonardo Pierdomenico","Italy","24","Quarterfinal Recital","Rachmaninoff","Variations on a Theme by Chopin, Op. 22"
"Leonardo Pierdomenico","Italy","24","Semifinal Recital","Beethoven","Sonata No. 4 in E-flat Major, Op. 7"
"Leonardo Pierdomenico","Italy","24","Semifinal Recital","Chopin","Ballade No.1 in G Minor, Op.23; Ballade No.2 in F Major, Op.38; Ballade No.3 in A-flat Major, Op.47; Ballade No.4 in F Minor, Op.52"
"Leonardo Pierdomenico","Italy","24","Semifinal Concerto","Mozart","Piano Concerto No.20 in D Minor, K.466"
"Leonardo Pierdomenico","Italy","24","Final Quintet","Schumann","Piano Quintet in E-flat Major, Op.44"
"Leonardo Pierdomenico","Italy","24","Final Concerto","Liszt","Piano Concerto No.2 in A Major"
"Philipp Scheucher","Austria","24","Preliminary Recital","Beethoven","Fantasia in G Minor, Op. 77"
"Philipp Scheucher","Austria","24","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Philipp Scheucher","Austria","24","Preliminary Recital","Auerbach","Prelude in D Minor, Op. 41, No. 24"
"Philipp Scheucher","Austria","24","Preliminary Recital","Liszt","Consolation No. 3"
"Philipp Scheucher","Austria","24","Preliminary Recital","Liszt","Rhapsodie espagnole"
"Philipp Scheucher","Austria","24","Quarterfinal Recital","Mozart","Sonata No. 11 in A Major, K.331"
"Philipp Scheucher","Austria","24","Quarterfinal Recital","Ravel","""Oiseaux tristes"" and ""Alborada del gracioso"" fromMiroirs"
"Philipp Scheucher","Austria","24","Quarterfinal Recital","Stravinsky","Trois mouvements de Petrouchka"
"Philipp Scheucher","Austria","24","Semifinal Recital","Beethoven","Sonata No. 17 in D Minor, Op.31, No.2 (""Tempest"")"
"Philipp Scheucher","Austria","24","Semifinal Recital","Mussorgsky","Pictures at an Exhibition"
"Philipp Scheucher","Austria","24","Semifinal Concerto","Mozart","Piano Concerto No.20 in D Minor, K.466"
"Philipp Scheucher","Austria","24","Final Quintet","Schumann","Piano Quintet in E-flat Major, Op.44"
"Philipp Scheucher","Austria","24","Final Concerto","Tchaikovsky","Piano Concerto No.1 in B-flat Minor, Op.23"
"Ilya Shmukler","Russia","22","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Ilya Shmukler","Russia","22","Preliminary Recital","Haydn","Sonata in F Major, Hob. XVI:23"
"Ilya Shmukler","Russia","22","Preliminary Recital","Bach-Siloti","Prelude in B Minor, BWV 855a"
"Ilya Shmukler","Russia","22","Preliminary Recital","Ravel","Gaspard de la nuit"
"Ilya Shmukler","Russia","22","Quarterfinal Recital","Bach-Busoni","Chaconne in D Minor, BWV 1004"
"Ilya Shmukler","Russia","22","Quarterfinal Recital","Ravel","Pavane pour une infante défunte"
"Ilya Shmukler","Russia","22","Quarterfinal Recital","Stravinsky","Trois mouvements de Petrouchka"
"Ilya Shmukler","Russia","22","Semifinal Recital","Schumann","Novelette in F-sharp Minor, Op.21, No.8"
"Ilya Shmukler","Russia","22","Semifinal Recital","Debussy","La cathédrale engloutie and Feux d’artifice fromPreludes, Books I and II"
"Ilya Shmukler","Russia","22","Semifinal Recital","Prokofiev","Sonata No.8 in B-flat Major, Op.84"
"Ilya Shmukler","Russia","22","Semifinal Concerto","Mozart","Piano Concerto No.21 in C Major, K.467"
"Ilya Shmukler","Russia","22","Final Quintet","Schumann","Piano Quintet in E-flat Major, Op.44"
"Ilya Shmukler","Russia","22","Final Concerto","Prokofiev","Piano Concerto No.3 in C Major, Op.26"
"Yutong Sun","China","21","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Yutong Sun","China","21","Preliminary Recital","Shostakovich","Prelude and Fugue in D Minor, Op. 87, No. 24"
"Yutong Sun","China","21","Preliminary Recital","Chopin","Nocturne in C Minor, Op.48, No.1"
"Yutong Sun","China","21","Preliminary Recital","Prokofiev","Sonata No.7 in B-flat Major, Op.83"
"Yutong Sun","China","21","Quarterfinal Recital","Chopin","Impromptu No.1 in A-flat Major, Op.29"
"Yutong Sun","China","21","Quarterfinal Recital","Chopin","Ballade No.1 in G Minor, Op.23"
"Yutong Sun","China","21","Quarterfinal Recital","Bach","Prelude and Fugue in E-flat Minor, BWV 853"
"Yutong Sun","China","21","Quarterfinal Recital","Ligeti","Etude No.13 ""L’escalier du diable"""
"Yutong Sun","China","21","Quarterfinal Recital","Bartók","Sonata (1926)"
"Yutong Sun","China","21","Semifinal Recital","Beethoven","Sonata No.26 in A-flat Major, Op.81a (""Les Adieux"")"
"Yutong Sun","China","21","Semifinal Recital","Liszt","Un sospiro"
"Yutong Sun","China","21","Semifinal Recital","Mussorgsky","Pictures at an Exhibition"
"Yutong Sun","China","21","Semifinal Concerto","Mozart","Piano Concerto No.20 in D Minor, K.466"
"Yutong Sun","China","21","Final Quintet","Brahms","Piano Quintet in F Minor, Op.34"
"Yutong Sun","China","21","Final Concerto","Prokofiev","Piano Concerto No.3 in C Major, Op.26"
"Yekwon Sunwoo","South Korea","28","Preliminary Recital","Haydn","Sonata in C Major, Hob. XVI:48"
"Yekwon Sunwoo","South Korea","28","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Yekwon Sunwoo","South Korea","28","Preliminary Recital","Schubert–Liszt","Litanei auf das Fest Aller Seelen"
"Yekwon Sunwoo","South Korea","28","Preliminary Recital","Rachmaninoff","Sonata No. 2 in B-flat Minor, Op. 36 (1931)"
"Yekwon Sunwoo","South Korea","28","Quarterfinal Recital","Schubert","Sonata in C Minor, D.958"
"Yekwon Sunwoo","South Korea","28","Quarterfinal Recital","Ravel","La Valse"
"Yekwon Sunwoo","South Korea","28","Semifinal Recital","Beethoven","Sonata No.30 in E Major, Op.109"
"Yekwon Sunwoo","South Korea","28","Semifinal Recital","Strauss–Grainger","""Ramble on the Last Love-duet"" fromDer Rosenkavalier"
"Yekwon Sunwoo","South Korea","28","Semifinal Recital","Prokofiev","Sonata No.6 in A Major, Op.82"
"Yekwon Sunwoo","South Korea","28","Semifinal Concerto","Mozart","Piano Concerto No.21 in C Major, K.467"
"Yekwon Sunwoo","South Korea","28","Final Quintet","Dvořák","Piano Quintet in A Major, Op.81"
"Yekwon Sunwoo","South Korea","28","Final Concerto","Rachmaninoff","Piano Concerto No.3 in D Minor, Op.30"
"Georgy Tchaidze","Russia","29","Preliminary Recital","Scarlatti","Sonata in D Minor, K.77"
"Georgy Tchaidze","Russia","29","Preliminary Recital","Beethoven","Sonata No. 31 in A-flat Major, Op.110"
"Georgy Tchaidze","Russia","29","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Georgy Tchaidze","Russia","29","Preliminary Recital","Rachmaninoff","Étude-tableau in C Minor, Op.33, No.3; Étude-tableau in C-sharp Minor, Op.33, No.9"
"Georgy Tchaidze","Russia","29","Quarterfinal Recital","Schubert","Impromptu in A-flat Major, D.935, Op.142, No.2; Impromptu in B-flat Major, D.935, Op.142, No.3"
"Georgy Tchaidze","Russia","29","Quarterfinal Recital","Prokofiev","Sonata No.8 in B-flat Major, Op.84"
"Georgy Tchaidze","Russia","29","Semifinal Recital","Schumann","Waldszenen, Op.82"
"Georgy Tchaidze","Russia","29","Semifinal Recital","Medtner","""Alla Reminiscenza"" fromForgotten Melodies, Op.38"
"Georgy Tchaidze","Russia","29","Semifinal Recital","Mussorgsky","Pictures at an Exhibition"
"Georgy Tchaidze","Russia","29","Semifinal Concerto","Mozart","Piano Concerto No.20 in D Minor, K.466"
"Georgy Tchaidze","Russia","29","Final Quintet","Dvořák","Piano Quintet in A Major, Op.81"
"Georgy Tchaidze","Russia","29","Final Concerto","Prokofiev","Piano Concerto No.3 in C Major, Op.26"
"Tristan Teo","Canada","20","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Tristan Teo","Canada","20","Preliminary Recital","Beethoven","Sonata No. 31 in A-flat Major, Op. 110"
"Tristan Teo","Canada","20","Preliminary Recital","Liszt","Totentanz for Solo Piano"
"Tristan Teo","Canada","20","Quarterfinal Recital","Bach","Toccata in D Minor, BWV 913"
"Tristan Teo","Canada","20","Quarterfinal Recital","Ravel","Gaspard de la nuit"
"Tristan Teo","Canada","20","Quarterfinal Recital","Kapustin","Variations, Op.41"
"Tristan Teo","Canada","20","Semifinal Recital","Bach–Busoni","Chaconne in D Minor, BWV 1004"
"Tristan Teo","Canada","20","Semifinal Recital","Rzewski","Winnsboro Cotton Mill Blues"
"Tristan Teo","Canada","20","Semifinal Recital","Brahms","Variations on a Theme by Handel, Op.24"
"Tristan Teo","Canada","20","Semifinal Concerto","Mozart","Piano Concerto No.20 in D Minor, K.466"
"Tristan Teo","Canada","20","Final Quintet","Brahms","Piano Quintet in F Minor, Op.34"
"Tristan Teo","Canada","20","Final Concerto","Rachmaninoff","Piano Concerto No.3 in D Minor, Op.30"
"Tony Yike Yang","Canada","18","Preliminary Recital","Beethoven","Sonata No. 30 in E Major, Op. 109"
"Tony Yike Yang","Canada","18","Preliminary Recital","Hamelin","Toccata on ""L’homme armé"""
"Tony Yike Yang","Canada","18","Preliminary Recital","Prokofiev","Sonata No. 7 in B-flat Major, Op. 83"
"Tony Yike Yang","Canada","18","Quarterfinal Recital","Scriabin","Sonata No. 2 in G-sharp Minor, Op. 19"
"Tony Yike Yang","Canada","18","Quarterfinal Recital","Liszt","Sonata in B Minor"
"Tony Yike Yang","Canada","18","Semifinal Recital","Scarlatti","Sonata in A Major, K.212; Sonata in D Minor, K.9"
"Tony Yike Yang","Canada","18","Semifinal Recital","Chopin","Sonata No.2 in B-flat Minor, Op.35"
"Tony Yike Yang","Canada","18","Semifinal Recital","Mussorgsky","Pictures at an Exhibition"
"Tony Yike Yang","Canada","18","Semifinal Concerto","Mozart","Piano Concerto No.20 in D Minor, K.466"
"Tony Yike Yang","Canada","18","Final Quintet","Schumann","Piano Quintet in E-flat Major, Op.44"
"Tony Yike Yang","Canada","18","Final Concerto","Prokofiev","Piano Concerto No.2 in G Minor, Op.16"
"Nikita Abrosimov","Russia","28","Preliminary Recital","Rachmaninoff","Variations on a Theme by Corelli, Op. 42"
"Nikita Abrosimov","Russia","28","Preliminary Recital","Hamelin","Toccata on ""L'homme armé"""
"Nikita Abrosimov","Russia","28","Preliminary Recital","Stravinsky","Trois mouvements de Pétrouchka"
"Nikita Abrosimov","Russia","28","Quarterfinal Recital","Mendelssohn","Variations sérieuses, Op. 54"
"Nikita Abrosimov","Russia","28","Quarterfinal Recital","Prokofiev","Sonata No. 8 in B-flat Major, Op. 84"
"Nikita Abrosimov","Russia","28","Semifinal Recital","Bach–Liszt","Fantasia and Fugue in G Minor, BWV 542"
"Nikita Abrosimov","Russia","28","Semifinal Recital","Shostakovich","Twenty-four Preludes for Piano, Op. 34: Nos. 1, 2, 5, 6, 9, 10, 13–17, and 24"
"Nikita Abrosimov","Russia","28","Semifinal Recital","Mussorgsky","Pictures at an Exhibition"
"Nikita Abrosimov","Russia","28","Semifinal Concerto","Mozart","Piano Concerto No.27 in B-flat Major, K.595"
"Nikita Abrosimov","Russia","28","Final Quintet","Dvořák","Piano Quintet in A Major, Op.81"
"Nikita Abrosimov","Russia","28","Final Concerto","Tchaikovsky","Piano Concerto No.1 in B-flat Minor, Op.23"
"xCompetitor","Country","Age","Stage","Composer","Associated Piece"
"Olga Pushechnikova","Russia","22","Preliminary","Haydn","Sonata in C major, Hob. XVI:50"
"Olga Pushechnikova","Russia","22","Preliminary","Schumann","Carnaval, Op. 9"
"Olga Pushechnikova","Russia","22","Preliminary","Taneyev","Prelude and Fugue in G-sharp minor, Op. 29"
"Olga Pushechnikova","Russia","22","Preliminary","Balakirev","Islamey"
"Olga Pushechnikova","Russia","22","Semifinal Chamber","Schumann","Piano Quintet in E-flat major, Op. 44"
"Olga Pushechnikova","Russia","22","Semifinal Recital","Rachmaninoff","Sonata No. 2 in B-flat minor, Op. 36 (1931)"
"Olga Pushechnikova","Russia","22","Semifinal Recital","Scriabin","Sonata No. 9, Op. 68 (""Black Mass"")"
"Olga Pushechnikova","Russia","22","Semifinal Recital","Bolcom","Nine Bagatelles"
"Olga Pushechnikova","Russia","22","Semifinal Recital","Chopin","Fantasy in F minor, Op. 49"
"Olga Pushechnikova","Russia","22","Semifinal Recital","Mozart-Liszt","Réminiscences de Don Juan"
"Olga Pushechnikova","Russia","22","Final Concerti","Shostakovich","Piano Concerto No.1 in C minor, Op.35"
"Olga Pushechnikova","Russia","22","Final Concerti","Rachmaninoff","Piano Concerto No.3 in D minor, Op.30"
"Aviram Reichert","Israel","25","Preliminary","Beethoven","Sonata in E major, Op. 109"
"Aviram Reichert","Israel","25","Preliminary","Schubert","Sonata in A minor, Op. 143, D. 784"
"Aviram Reichert","Israel","25","Semifinal Chamber","Schumann","Piano Quintet in E-flat major, Op. 44"
"Aviram Reichert","Israel","25","Semifinal Recital","Schubert","Sonata in C minor, D. 958"
"Aviram Reichert","Israel","25","Semifinal Recital","Scriabin","Sonata No. 5, Op. 53"
"Aviram Reichert","Israel","25","Semifinal Recital","Bolcom","Nine Bagatelles"
"Aviram Reichert","Israel","25","Semifinal Recital","Chopin","Nocturne in C minor, Op. 48, No. 1; Etude in B minor, Op. 25, No. 10"
"Aviram Reichert","Israel","25","Final Concerti","Mozart","Piano Concerto No. 20 in D minor, K.466"
"Aviram Reichert","Israel","25","Final Concerti","Prokofiev","Piano Concerto No.3 in C major, Op.26"
"Fernando Rossano","Italy","29","Preliminary","Haydn","Sonata in E minor, Hob. XVI:34"
"Fernando Rossano","Italy","29","Preliminary","Beethoven","Sonata in E-flat major, Op. 31, No. 3"
"Fernando Rossano","Italy","29","Preliminary","Liszt","Mephisto Waltz No. 1"
"Fernando Rossano","Italy","29","Semifinal Chamber","Schumann","Piano Quintet in E-flat major, Op. 44"
"Fernando Rossano","Italy","29","Semifinal Recital","Mozart","Sonata in D major, K. 576"
"Fernando Rossano","Italy","29","Semifinal Recital","Grieg","Holberg Suite, Op. 40"
"Fernando Rossano","Italy","29","Semifinal Recital","Chopin","Ballade No. 1 in G minor, Op. 23"
"Fernando Rossano","Italy","29","Semifinal Recital","Verdi-Liszt","Paraphrase ofRigoletto"
"Fernando Rossano","Italy","29","Semifinal Recital","Ravel","La Valse"
"Fernando Rossano","Italy","29","Semifinal Recital","Bolcom","Nine Bagatelles"
"Fernando Rossano","Italy","29","Final Concerti","Mozart","Piano Concerto No. 21 in C major, K.467"
"Fernando Rossano","Italy","29","Final Concerti","Brahms","Piano Concerto No.1 in D minor, Op.15"
"Per Rundberg","Sweden","25","Preliminary","Ligeti","Three Etudes from Book I (Arc-en-Ciel,Fanfares,Cordes vides)"
"Per Rundberg","Sweden","25","Preliminary","Haydn","Sonata in E major, Hob. XVI:31"
"Per Rundberg","Sweden","25","Preliminary","Liszt","Hungarian Rhapsody No. 12"
"Per Rundberg","Sweden","25","Preliminary","Debussy","Nocturne in D-flat major"
"Per Rundberg","Sweden","25","Preliminary","Scriabin","Fantasy in B minor, Op. 28"
"Per Rundberg","Sweden","25","Semifinal Chamber","Dvořák","Piano Quintet in A major, Op. 81"
"Per Rundberg","Sweden","25","Semifinal Recital","Scarlatti","Sonata in G major, K.146; Sonata in D major, K.145; Sonata in B minor, K.27"
"Per Rundberg","Sweden","25","Semifinal Recital","Debussy","Images, Book II"
"Per Rundberg","Sweden","25","Semifinal Recital","Chopin","Sonata No.3 in B minor, Op.58"
"Per Rundberg","Sweden","25","Semifinal Recital","Scriabin","Sonata No.10, Op.70"
"Per Rundberg","Sweden","25","Semifinal Recital","Bolcom","Nine Bagatelles"
"Per Rundberg","Sweden","25","Final Concerti","Mozart","Piano Concerto No.11 in F major, K.413"
"Per Rundberg","Sweden","25","Final Concerti","Prokofiev","Piano Concerto No.3 in C major, Op.26"
"Yuan Sheng","China","25","Preliminary","Liszt","Concert Etude No. 2 in F minor (""La Leggierezza"")"
"Yuan Sheng","China","25","Preliminary","Beethoven","Sonata in A-flat major, Op. 110"
"Yuan Sheng","China","25","Preliminary","Albéniz","El AlbaicínfromIberia"
"Yuan Sheng","China","25","Preliminary","Debussy","Three Preludes from Book I (Ce qu’a vu le vent d’Ouest,La fille aux cheveux de lin,La sérénade interrompue)"
"Yuan Sheng","China","25","Preliminary","Scriabin","Sonata No. 2 in G-sharp minor, Op. 19 (""Sonata-Fantasy"")"
"Yuan Sheng","China","25","Semifinal Chamber","Franck","Piano Quintet in F minor"
"Yuan Sheng","China","25","Semifinal Recital","Ravel","Le Tombeau de Couperin"
"Yuan Sheng","China","25","Semifinal Recital","Mozart","Nine Variations in D major on a Minuet of Duport, K.573"
"Yuan Sheng","China","25","Semifinal Recital","Bolcom","Nine Bagatelles"
"Yuan Sheng","China","25","Semifinal Recital","Chopin","Barcarolle, Op.60;Andante Spianato and Grande Polonaise Brillantein E-flat major, Op.22"
"Yuan Sheng","China","25","Final Concerti","Mozart","Piano Concerto No.9 in E-flat major, K.271"
"Yuan Sheng","China","25","Final Concerti","Rachmaninoff","Piano Concerto No.2 in C minor, Op.18"
"Margarita Shevchenko","Russia","29","Preliminary","Bach","English Suite No. 3 in G minor"
"Margarita Shevchenko","Russia","29","Preliminary","Schubert","Impromptu in F minor, Op. 142, No. 1"
"Margarita Shevchenko","Russia","29","Preliminary","Chopin","Scherzo No. 4 in E major, Op. 54; Waltz in E-flat major, Op. 18; Waltz in F major, Op. 34, No. 3"
"Margarita Shevchenko","Russia","29","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op. 34"
"Margarita Shevchenko","Russia","29","Semifinal Recital","Bolcom","Nine Bagatelles"
"Margarita Shevchenko","Russia","29","Semifinal Recital","Beethoven","Sonata in E-flat major, Op.31, No.3"
"Margarita Shevchenko","Russia","29","Semifinal Recital","Rachmaninoff","Moments musicaux, Op.16"
"Margarita Shevchenko","Russia","29","Semifinal Recital","Vine","Piano Sonata (1990)"
"Margarita Shevchenko","Russia","29","Final Concerti","Beethoven","Piano Concerto No.4 in G major, Op.58"
"Margarita Shevchenko","Russia","29","Final Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat minor, Op.23"
"Christopher Shih","United States","24","Preliminary","Bach","Prelude and Fugue in F major, BWV 880; Prelude and Fugue in F minor, BWV 881 (fromThe Well-Tempered Clavier, Book II)"
"Christopher Shih","United States","24","Preliminary","Chopin","Barcarolle, Op. 60; Ballade No. 4 in F minor, Op. 52"
"Christopher Shih","United States","24","Preliminary","Prokofiev","Sonata No. 7 in B-flat major, Op. 83"
"Christopher Shih","United States","24","Semifinal Chamber","Schumann","Piano Quintet in E-flat major, Op. 44"
"Christopher Shih","United States","24","Semifinal Recital","Mozart","Sonata in D major, K.311"
"Christopher Shih","United States","24","Semifinal Recital","Ravel","Gaspard de la nuit"
"Christopher Shih","United States","24","Semifinal Recital","Bolcom","Nine Bagatelles"
"Christopher Shih","United States","24","Semifinal Recital","Brahms","Variations and Fugue on a Theme of Handel, Op.24"
"Christopher Shih","United States","24","Final Concerti","Beethoven","Piano Concerto No.3 in C minor, Op.37"
"Christopher Shih","United States","24","Final Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat minor, Op.23"
"Niklas Sivelöv","Sweden","29","Preliminary","Beethoven","Sonata in C minor, Op. 111"
"Niklas Sivelöv","Sweden","29","Preliminary","Schumann","Sonata in G minor, Op. 22"
"Niklas Sivelöv","Sweden","29","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op. 34"
"Niklas Sivelöv","Sweden","29","Semifinal Recital","Bach","Italian Concerto in F major, BWV 971"
"Niklas Sivelöv","Sweden","29","Semifinal Recital","Schumann","Kreisleriana, Op.16"
"Niklas Sivelöv","Sweden","29","Semifinal Recital","Bolcom","Nine Bagatelles"
"Niklas Sivelöv","Sweden","29","Semifinal Recital","Ginastera","Sonata No.1, Op.22"
"Niklas Sivelöv","Sweden","29","Final Concerti","Beethoven","Piano Concerto No.4 in G major, Op.58"
"Niklas Sivelöv","Sweden","29","Final Concerti","Rachmaninoff","Piano Concerto No.1 in F-sharp minor, Op.1"
"Katia Skanavi","Russia","25","Preliminary","Liszt","Sonetto 123 del Petrarca"
"Katia Skanavi","Russia","25","Preliminary","Schubert","Sonata in A minor, Op. 143, D. 784"
"Katia Skanavi","Russia","25","Preliminary","Schumann","Variations on the name Abegg, Op. 1"
"Katia Skanavi","Russia","25","Preliminary","Vine","Piano Sonata (1990)"
"Katia Skanavi","Russia","25","Semifinal Chamber","Schumann","Piano Quintet in E-flat major, Op. 44"
"Katia Skanavi","Russia","25","Semifinal Recital","Chopin","Andante Spianato and Grande Polonaise Brillantein E-flat major, Op.22"
"Katia Skanavi","Russia","25","Semifinal Recital","Bolcom","Nine Bagatelles"
"Katia Skanavi","Russia","25","Semifinal Recital","Schumann","Kinderszenen, Op.15"
"Katia Skanavi","Russia","25","Semifinal Recital","Chopin","Sonata No.2 in B-flat minor, Op.35"
"Katia Skanavi","Russia","25","Semifinal Recital","Handel","Chaconne in G major"
"Katia Skanavi","Russia","25","Final Concerti","Saint-Saëns","Piano Concerto No.2 in G minor, Op.22"
"Katia Skanavi","Russia","25","Final Concerti","Rachmaninoff","Rhapsody on a Theme of Paganini, Op.43"
"Alex Slobodyanik","Russia","22","Preliminary","Chopin","Polonaise in A-flat major, Op. 53"
"Alex Slobodyanik","Russia","22","Preliminary","Schumann","Kinderszenen, Op. 15"
"Alex Slobodyanik","Russia","22","Preliminary","Prokofiev","Sonata No. 7 in B-flat major, Op. 83"
"Alex Slobodyanik","Russia","22","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op. 34"
"Alex Slobodyanik","Russia","22","Semifinal Recital","Debussy","Suite Bergamasque"
"Alex Slobodyanik","Russia","22","Semifinal Recital","Bolcom","Nine Bagatelles"
"Alex Slobodyanik","Russia","22","Semifinal Recital","Handel","Suite in E minor"
"Alex Slobodyanik","Russia","22","Semifinal Recital","Chopin","Nocturne in D-flat major, Op.27, No.2; Sonata No.3 in B minor, Op.58"
"Alex Slobodyanik","Russia","22","Final Concerti","Shostakovich","Piano Concerto No.1 in C minor, Op.35"
"Alex Slobodyanik","Russia","22","Final Concerti","Rachmaninoff","Piano Concerto No.2 in C minor, Op.18"
"Ju-Ying Song","United States","27","Preliminary","Mozart","Nine Variations in C major onLison dormait, K. 264"
"Ju-Ying Song","United States","27","Preliminary","Debussy","Six Etudes (Pour les cinq doigts,Pour les tierces,Pour les agréments,Pour les sonorités opposées,Pour les notes répétées,Pour les huit doigts)"
"Ju-Ying Song","United States","27","Preliminary","Liszt","Totentanz"
"Ju-Ying Song","United States","27","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op. 34"
"Ju-Ying Song","United States","27","Semifinal Recital","Schumann","Waldszenen, Op. 82"
"Ju-Ying Song","United States","27","Semifinal Recital","Busoni","Variations on the Prelude in C minor by Chopin"
"Ju-Ying Song","United States","27","Semifinal Recital","Chopin","Nocturne in B major, Op. 62, No. 1"
"Ju-Ying Song","United States","27","Semifinal Recital","Sessions","Sonata No. 1"
"Ju-Ying Song","United States","27","Semifinal Recital","Bolcom","Nine Bagatelles"
"Ju-Ying Song","United States","27","Semifinal Recital","Cowell","Four Experimental Pieces"
"Ju-Ying Song","United States","27","Final Concerti","Shostakovich","Piano Concerto No.2 in F major, Op.102"
"Ju-Ying Song","United States","27","Final Concerti","Ravel","Piano Concerto for the Left Hand"
"Dmitri Teterin","Russia","25","Preliminary","Bach","Prelude and Fugue in B minor, BWV 869 (fromThe Well-Tempered Clavier, Book I)"
"Dmitri Teterin","Russia","25","Preliminary","Prokofiev","Sonata No. 6 in A major, Op. 82"
"Dmitri Teterin","Russia","25","Preliminary","Scarlatti","Sonata in E major, K.135; Sonata in G minor, K.8; Sonata in F major, K.17"
"Dmitri Teterin","Russia","25","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op.34"
"Dmitri Teterin","Russia","25","Semifinal Recital","Bolcom","Nine Bagatelles"
"Dmitri Teterin","Russia","25","Semifinal Recital","Chopin","Twenty-four Etudes, Op.10 and Op.25"
"Dmitri Teterin","Russia","25","Final Concerti","Mozart","Piano Concerto No.9 in E-flat major, K.271"
"Dmitri Teterin","Russia","25","Final Concerti","Rachmaninoff","Piano Concerto No.3 in D minor, Op.30"
"Albert Tiu","Philippines","28","Preliminary","Beethoven","Six Bagatelles, Op. 126"
"Albert Tiu","Philippines","28","Preliminary","Bartók","Sonata (1926)"
"Albert Tiu","Philippines","28","Preliminary","Liszt","Venezia e Napoli"
"Albert Tiu","Philippines","28","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op. 34"
"Albert Tiu","Philippines","28","Semifinal Recital","Mendelssohn","Prelude and Fugue in E minor, Op. 35, No. 1"
"Albert Tiu","Philippines","28","Semifinal Recital","Stockhausen","Klavierstücke Nos. 5 and 9"
"Albert Tiu","Philippines","28","Semifinal Recital","Bolcom","Nine Bagatelles"
"Albert Tiu","Philippines","28","Semifinal Recital","Rachmaninoff","Sonata No.1 in D minor, Op.28"
"Albert Tiu","Philippines","28","Final Concerti","Mozart","Piano Concerto No.27 in B-flat major, K.595"
"Albert Tiu","Philippines","28","Final Concerti","Rachmaninoff","Piano Concerto No.2 in C minor, Op.18"
"Dimitri Vassilakis","Greece","29","Preliminary","Scarlatti","Sonata in F major, K.183; Sonata in F major, K.17; Sonata in G major, K.454; Sonata in G major, K.432"
"Dimitri Vassilakis","Greece","29","Preliminary","Shostakovich","Twenty-Four Preludes, Op.34"
"Dimitri Vassilakis","Greece","29","Preliminary","Scriabin","Sonata No.2 in G-sharp minor, Op.19 (""Sonata-Fantasy"")"
"Dimitri Vassilakis","Greece","29","Preliminary","Albéniz","Navarra"
"Dimitri Vassilakis","Greece","29","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op.34"
"Dimitri Vassilakis","Greece","29","Semifinal Recital","Bolcom","Nine Bagatelles"
"Dimitri Vassilakis","Greece","29","Semifinal Recital","Schumann","Toccata in C major, Op.7"
"Dimitri Vassilakis","Greece","29","Semifinal Recital","Beethoven","Sonata in A-flat major, Op.110"
"Dimitri Vassilakis","Greece","29","Semifinal Recital","Schubert","Sonata in G major, Op.78, D.894"
"Dimitri Vassilakis","Greece","29","Final Concerti","Mozart","Piano Concerto No.17 in G major, K.453"
"Dimitri Vassilakis","Greece","29","Final Concerti","Ravel","Piano Concerto in G major"
"George Vatchnadze","Georgia","29","Preliminary","Haydn","Sonata in E-flat major, Hob. XVI:49"
"George Vatchnadze","Georgia","29","Preliminary","Prokofiev","Sonata No. 6 in A major, Op. 82"
"George Vatchnadze","Georgia","29","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op.34"
"George Vatchnadze","Georgia","29","Semifinal Recital","Scarlatti","Sonata in F minor, K.466; Sonata in E major, K.135"
"George Vatchnadze","Georgia","29","Semifinal Recital","Ravel","Gaspard de la nuit"
"George Vatchnadze","Georgia","29","Semifinal Recital","Stravinsky","Sonata (1924)"
"George Vatchnadze","Georgia","29","Semifinal Recital","Chopin","Ballade No.4 in F minor, Op.52"
"George Vatchnadze","Georgia","29","Semifinal Recital","Bolcom","Nine Bagatelles"
"George Vatchnadze","Georgia","29","Final Concerti","Mozart","Piano Concerto No.22 in E-flat major, K.482"
"George Vatchnadze","Georgia","29","Final Concerti","Rachmaninoff","Piano Concerto No.2 in C minor, Op.18"
"Lev Vinocour","Russia","26","Preliminary","Beethoven","Sonata in F major, Op. 54"
"Lev Vinocour","Russia","26","Preliminary","Chopin","Polonaise in F-sharp minor, Op. 44"
